date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,2:00,4,33,6,70,
3,2:45,5,19,7,50,
4,-5,3,22,5,48,
5,2:15,3,29,6,55,
6,2:25,4,33,6,39,
7,4:50,4,43,7,47,
8,,,,,,R
9,,,,,,R
10,2:29,4,45,6,87,naked eye=1a
11,3:36,4,34,8,91,naked eye=1a
12,,,,,,C
13,,,,,,C
14,,,,,,C
15,0:36,5,59,6,77,naked eye=1a
16,3:48,5,66,6,55,naked eye=1b
17,2:06,4,67,4,51,naked eye=2c
18,1:23,7,82,3,35,naked eye=1c
19,,,,,,R
20,,,,,,R
21,3:31,7,57,2,5,
22,3:34,9,53,5,9,
23,,,,,,S
24,3:17,6,70,2,35,naked eye=1c
25,3:10,5,71,1,38,naked eye=1c
26,2:30,4,58,2,50,naked eye=1c
27,4:01,4,56,3,71,naked eye=1c
28,1:45,3,48,4,79,naked eye=1c
29,4:00,4,45,6,83,
30,2:24,4,37,4,74,
31,3:44,4,27,4,65,
